author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;underground;residential_complex
КРОСТ;developer;https://www.cian.ru/sale/flat/286830521/;Москва;sale;flat;4;28;1;36.3;361000;13104300;Хорошево-Мневники;Генерала Глаголева;Карамышевская;Crystal
Абсолют Недвижимость;representative_developer;https://www.cian.ru/sale/flat/285445583/;Москва;sale;flat;22;22;1;31.2;298252;9305471;Некрасовка;Юго-Восточный ао;Некрасовка;Квартал Некрасовка ЖК
KR Properties;developer;https://www.cian.ru/sale/flat/282239531/;Москва;sale;flat;5;15;1;48.87;841300;41114331;Пресненский;Столярный переулок;Краснопресненская;Мюр & Мерилиз
VESPER;developer;https://www.cian.ru/sale/flat/262519733/;Москва;sale;flat;-1;-1;-1;202.0;247647;50024700;Пресненский;Костикова;Улица 1905 года;Lucky
VSN Realty;real_estate_agent;https://www.cian.ru/sale/flat/280650310/;Москва;sale;flat;7;9;1;51.4;506667;26042684;Кунцево;Академика Павлова;Молодёжная;TWICE
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/285444342/;Москва;sale;flat;14;20;1;48.5;198030;9604463;;;Рассказовка;
3S Group;developer;https://www.cian.ru/sale/flat/287210624/;Москва;sale;flat;4;29;1;33.51;325000;10890750;Богородское;Открытое шоссе;Бульвар Рокоссовского;Талисман на Рокоссовского
3S Group;developer;https://www.cian.ru/sale/flat/286088685/;Москва;sale;flat;14;29;1;31.25;382530;11954086;Богородское;Открытое шоссе;Бульвар Рокоссовского;Талисман на Рокоссовского
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/287041004/;Москва;sale;flat;5;55;1;41.34;445754;18427500;Марьина роща;4-я Марьиной рощи;Марьина роща;Mod
Э.К. Девелопмент;developer;https://www.cian.ru/sale/flat/286088582/;Москва;sale;flat;7;25;1;43.2;439000;18964800;Хорошевский;Маргелова;Беговая;Авиатика
KR Properties;developer;https://www.cian.ru/sale/flat/286422215/;Москва;sale;flat;3;15;1;48.87;812400;39701988;Пресненский;Столярный переулок;Краснопресненская;Мюр & Мерилиз
КРОСТ;developer;https://www.cian.ru/sale/flat/282008346/;Москва;sale;flat;11;21;1;40.8;358000;14606400;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Gold
MR Group;developer;https://www.cian.ru/sale/flat/285682556/;Москва;sale;flat;4;15;1;41.8;599000;25038200;Беговой;Северный ао;Белорусская;Слава ЖК
ПИК;developer;https://www.cian.ru/sale/flat/277021118/;Москва;sale;flat;2;32;1;35.1;254721;8940742;Северное Медведково;к1.1;Медведково;Полар ЖК
Абсолют Недвижимость;representative_developer;https://www.cian.ru/sale/flat/285445261/;Москва;sale;flat;15;23;1;34.7;284908;9886326;Некрасовка;;Некрасовка;Квартал Некрасовка ЖК
ФСК;developer;https://www.cian.ru/sale/flat/275102415/;Москва;sale;flat;-1;-1;-1;202.0;89208;18020136;Хорошево-Мневники;;Народное Ополчение;Сидней Сити ЖК
Ташир;developer;https://www.cian.ru/sale/flat/264100682/;Москва;sale;flat;29;32;1;43.2;490999;21211200;Черемушки;Херсонская;Калужская;ONYX Deluxe
СИТИ21;developer;https://www.cian.ru/sale/flat/279205873/;Москва;sale;flat;15;15;1;46.5;575762;26772954;Останкинский;проспект Мира;Алексеевская;Hill8
494 УНР;developer;https://www.cian.ru/sale/flat/283737463/;Москва;sale;flat;3;20;1;41.9;661000;27695900;Сокольники;Матросская Тишина;Сокольники;Ренессанс
VESPER;developer;https://www.cian.ru/sale/flat/269051089/;Москва;sale;flat;-1;-1;-1;202.0;283772;57321950;Пресненский;Костикова;Улица 1905 года;Lucky
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/280834499/;Москва;sale;flat;6;8;1;57.0;1361000;77577000;Таганский;Большой Николоворобинский переулок;Китай-город;
ПИК;developer;https://www.cian.ru/sale/flat/286096479/;Москва;sale;flat;8;9;1;37.84;185132;7005432;;;Филатов Луг;
ПИК;developer;https://www.cian.ru/sale/flat/281865151/;Москва;sale;flat;27;32;1;35.2;247550;8713795;Северное Медведково;к1.3;Медведково;Полар ЖК
Донстрой;developer;https://www.cian.ru/sale/flat/286133732/;Москва;sale;flat;41;41;1;43.0;514325;22115975;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/286448159/;Москва;sale;flat;16;26;1;36.49;442861;16160000;Марфино;Академика Королева;Бутырская;Дом Достижение
Э.К. Девелопмент;developer;https://www.cian.ru/sale/flat/286088580/;Москва;sale;flat;17;25;1;43.2;440000;19008000;Хорошевский;Маргелова;Беговая;Авиатика
MR Group;developer;https://www.cian.ru/sale/flat/272090946/;Москва;sale;flat;40;43;1;48.0;446489;21431492;Западное Дегунино;Ильменский проезд;Селигерская;Селигер Сити
КРОСТ;developer;https://www.cian.ru/sale/flat/286830612/;Москва;sale;flat;18;28;1;39.3;391000;15366300;Хорошево-Мневники;Генерала Глаголева;Карамышевская;Crystal
Донстрой;developer;https://www.cian.ru/sale/flat/286133825/;Москва;sale;flat;25;41;1;42.4;535660;22712000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
VSN Realty;representative_developer;https://www.cian.ru/sale/flat/272192305/;Москва;sale;flat;7;19;1;39.4;357049;14067767;Богородское;3-я Гражданская;Бульвар Рокоссовского;SELF
Ташир;developer;https://www.cian.ru/sale/flat/264100708/;Москва;sale;flat;31;32;1;43.5;493000;21445500;Черемушки;Херсонская;Калужская;ONYX Deluxe
Ташир;developer;https://www.cian.ru/sale/flat/264100717/;Москва;sale;flat;32;32;1;43.6;494000;21538400;Черемушки;Херсонская;Калужская;ONYX Deluxe
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/281377533/;Москва;sale;flat;6;8;1;57.0;1361000;77577000;Таганский;Большой Николоворобинский переулок;Китай-город;
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/287040698/;Москва;sale;flat;5;55;1;41.33;445862;18427500;Марьина роща;4-я Марьиной рощи;Марьина роща;Mod
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/287040322/;Москва;sale;flat;8;55;1;43.53;440213;19162500;Марьина роща;4-я Марьиной рощи;Марьина роща;Mod
ПИК;developer;https://www.cian.ru/sale/flat/280318246/;Москва;sale;flat;23;23;1;35.6;289870;10319372;Текстильщики;Юго-Восточный ао;Текстильщики;Волжский Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/286288578/;Москва;sale;flat;8;17;1;32.6;271588;8853801;Текстильщики;Юго-Восточный ао;Текстильщики;Волжский Парк ЖК
А101;developer;https://www.cian.ru/sale/flat/278068263/;Москва;sale;flat;2;15;1;36.7;275813;10122361;;;Улица Скобелевская;
Пионер;developer;https://www.cian.ru/sale/flat/283684664/;Москва;sale;flat;6;10;1;41.12;439313;18064567;Москворечье-Сабурово;переулок 2-й Котляковский;Каширская;LIFE-Варшавская
Основа;developer;https://www.cian.ru/sale/flat/286886173/;Москва;sale;flat;10;31;1;40.09;452999;18160770;Марфино;;Балтийская;Вери ЖК
MR Group;developer;https://www.cian.ru/sale/flat/267483516/;Москва;sale;flat;10;55;1;43.45;426724;18541201;Марьина роща;4-я Марьиной рощи;Рижская;Mod
Донстрой;developer;https://www.cian.ru/sale/flat/286396243/;Москва;sale;flat;20;22;1;38.3;662400;25369920;Хорошево-Мневники;проезд Проектируемый № 1074;Терехово ;Остров
Донстрой;developer;https://www.cian.ru/sale/flat/286395181/;Москва;sale;flat;4;11;1;43.0;600500;25821500;Хорошево-Мневники;Нижние Мневники;Терехово ;Остров
Forma;developer;https://www.cian.ru/sale/flat/284059753/;Москва;sale;flat;-1;-1;-1;202.0;160520;32425138;Пресненский;к1.1;Белорусская;Репаблик ЖК
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/281377539/;Москва;sale;flat;7;8;1;57.0;1425000;81225000;Таганский;Большой Николоворобинский переулок;Китай-город;
VSN Realty;real_estate_agent;https://www.cian.ru/sale/flat/287245095/;Москва;sale;flat;1;9;1;47.7;499270;23815186;Кунцево;Академика Павлова;Молодёжная;TWICE
ПИК;developer;https://www.cian.ru/sale/flat/284094787/;Москва;sale;flat;5;17;1;32.5;259064;8419612;;;Бунинская аллея;
ПИК;developer;https://www.cian.ru/sale/flat/281865138/;Москва;sale;flat;21;32;1;36.9;251085;9265073;Северное Медведково;к1.1;Медведково;Полар ЖК
Level Group;developer;https://www.cian.ru/sale/flat/284889591/;Москва;sale;flat;-1;-1;-1;202.0;82109;16586022;Хорошево-Мневники;Причальный проезд;Шелепиха;Level Причальный
MR Group;developer;https://www.cian.ru/sale/flat/264958694/;Москва;sale;flat;27;55;1;43.5;426523;18553751;Марьина роща;4-я Марьиной рощи;Марьина роща;Mod
Абсолют Недвижимость;representative_developer;https://www.cian.ru/sale/flat/285445579/;Москва;sale;flat;22;22;1;34.5;276251;9530666;Некрасовка;Юго-Восточный ао;Некрасовка;Квартал Некрасовка ЖК
КРОСТ;developer;https://www.cian.ru/sale/flat/281060957/;Москва;sale;flat;5;21;1;43.3;339000;14678700;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Gold
ПИК;developer;https://www.cian.ru/sale/flat/277515086/;Москва;sale;flat;3;28;1;44.6;321000;14316600;Щукино;Волоколамское шоссе;Стрешнево;Волоколамское 24
GloraX;developer;https://www.cian.ru/sale/flat/277738013/;Москва;sale;flat;2;21;1;53.27;459170;24459999;Беговой;1-я Ямского Поля;Белорусская;Глоракс Премиум Белорусская
ПИК;developer;https://www.cian.ru/sale/flat/278089136/;Москва;sale;flat;33;33;1;44.0;237047;10430068;Алтуфьевский;Алтуфьевское шоссе;Дегунино;Алтуфьевское 53
Ключи;real_estate_agent;https://www.cian.ru/sale/flat/286627773/;Москва;sale;flat;2;16;1;38.6;279792;10800000;Пресненский;Антонова-Овсеенко;Деловой центр;
